1;1;876;5
2;4;2308;4
3;7;1647;6
4;11;3261;1
5;4;3897;1
6;25;497;3
7;5;280;7
8;7;573;10
9;15;2435;6
10;18;2807;5
11;3;3389;3
12;10;2784;6
13;16;1596;6
14;13;3993;4
15;10;1920;9
16;16;3730;9
17;16;2492;6
18;29;4116;5
19;30;3610;8
20;29;1149;7
21;18;3115;3
22;16;3617;10
23;22;281;8
24;12;742;1
25;27;4399;6
26;28;229;1
27;22;4293;6
28;14;2419;5
29;27;767;6
30;9;4172;5
31;6;849;8
32;4;2776;6
33;3;4597;8
34;28;1380;8
35;19;4159;1
36;3;2151;5
37;14;636;10
38;12;3755;1
39;10;4961;10
40;14;868;6
41;30;117;1
42;22;3576;9
43;7;2731;9
44;5;4469;1
45;6;62;2
46;23;935;3
47;18;3468;2
48;9;2795;1
49;3;438;8
50;4;1401;5
51;19;3539;4
52;6;3508;1
53;18;4550;5
54;28;3625;10
55;22;1860;4
56;27;2107;9
57;9;4411;6
58;16;3463;10
59;8;2201;9
60;21;3009;2
61;14;2548;4
62;9;2769;7
63;11;2840;6
64;3;2129;3
65;15;3489;1
66;8;3810;10
67;28;3651;7
68;15;3175;1
69;26;4146;5
70;12;3490;6
71;12;1559;3
72;22;2715;2
73;3;2515;2
74;4;2637;6
75;27;2137;6
76;4;2585;4
77;8;236;7
78;26;684;1
79;13;2013;3
80;23;3411;8
81;29;1824;5
82;20;1486;1
83;30;1040;1
84;14;4174;10
85;26;973;1
86;12;2088;6
87;10;2499;2
88;17;1879;5
89;11;3032;10
90;26;3838;2
91;23;1709;10
92;30;314;1
93;16;2728;10
94;23;3388;7
95;28;1652;1
96;19;1231;4
97;24;385;6
98;10;254;4
99;1;3255;8
100;2;425;9
101;19;1479;10
102;20;2538;3
103;11;4905;1
104;6;4958;5
105;30;1887;4
106;2;3759;9
107;11;1663;1
108;30;3953;1
109;30;2672;6
110;6;2528;2
111;17;2315;1
112;6;4080;8
113;3;3147;1
114;16;215;5
115;21;2022;1
116;6;3733;1
117;25;4700;4
118;14;2794;1
119;12;1657;2
120;22;4415;6
121;12;2016;3
122;4;2210;7
123;20;2644;4
124;11;2399;9
125;27;4592;8
126;13;1632;3
127;12;602;10
128;12;3696;10
129;20;3086;2
130;13;774;6
131;7;316;9
132;8;756;2
133;21;1924;8
134;10;101;6
135;8;425;3
136;14;107;9
137;30;4615;5
138;3;550;10
139;13;752;3
140;7;3303;2
141;9;3921;9
142;16;3803;5
143;27;2424;9
144;18;2895;6
145;14;3335;2
146;15;2003;2
147;2;422;7
148;30;1090;6
149;22;1172;6
150;22;3679;2
151;3;2063;2
152;28;2578;1
153;22;3657;8
154;13;1848;7
155;18;2007;5
156;3;4978;3
157;20;4259;6
158;12;3118;5
159;28;1025;6
160;28;3832;1
161;23;4620;3
162;22;1369;10
163;2;2673;9
164;17;1733;10
165;6;3296;1
166;6;3817;1
167;13;1513;8
168;1;2759;6
169;20;4707;6
170;1;87;6
171;2;2715;9
172;5;2578;6
173;13;4490;8
174;13;2428;6
175;3;2118;4
176;3;2847;7
177;15;3736;4
178;17;2314;3
179;11;2146;2
180;16;3526;5
181;20;2892;8
182;18;2903;1
183;4;93;4
184;23;4225;5
185;30;185;4
186;3;4728;8
187;26;3142;9
188;14;2628;4
189;6;1994;10
190;14;1332;2
191;26;4078;10
192;19;359;3
193;29;1207;8
194;1;4493;8
195;3;3834;8
196;20;2688;5
197;15;1390;2
198;11;3769;2
199;14;4419;5
200;24;607;4
201;2;3809;10
202;14;4866;1
203;1;4904;3
204;12;4710;3
205;8;3830;7
206;23;139;4
207;4;4631;7
208;5;3333;5
209;7;1135;5
210;22;3256;7
211;15;4652;10
212;23;3936;7
213;28;414;10
214;12;3442;3
215;1;1238;8
216;21;2291;1
217;13;1069;5
218;28;1344;7
219;12;2967;2
220;22;3753;3
221;5;3668;1
222;10;4628;5
223;4;910;6
224;12;884;9
225;18;1649;4
226;23;2483;3
227;17;225;7
228;26;4869;3
229;6;2856;4
230;23;201;3
231;19;2841;1
232;15;3470;1
233;12;2066;9
234;24;3374;10
235;14;2712;7
236;25;1309;9
237;12;2383;9
238;6;4131;6
239;27;4519;6
240;19;3383;5
241;30;1237;5
242;24;2517;3
243;23;176;2
244;29;3009;2
245;28;1819;8
246;14;4766;5
247;7;2872;8
248;29;4093;7
249;22;4872;9
250;29;3048;8
251;7;3422;2
252;19;4940;9
253;8;3516;2
254;15;22;10
255;13;777;6
256;26;139;2
257;9;883;2
258;27;1075;8
259;5;2620;3
260;27;261;8
261;23;4061;3
262;5;2970;2
263;20;3805;3
264;23;407;5
265;21;4065;5
266;27;3378;6
267;12;1673;7
268;28;1023;6
269;28;3726;10
270;5;578;6
271;7;2177;6
272;10;4806;3
273;15;3607;4
274;25;4171;3
275;3;4391;10
276;12;2042;2
277;7;3935;5
278;21;164;6
279;21;3102;7
280;12;3414;1
281;25;1212;4
282;9;2853;6
283;26;4563;4
284;5;2983;7
285;10;56;3
286;29;3193;2
287;9;1484;5
288;5;3516;10
289;23;1632;2
290;8;4869;2
291;7;1804;6
292;1;4548;8
293;5;3268;3
294;7;144;1
295;21;1024;4
296;5;4842;9
297;27;1276;3
298;7;1132;2
299;24;3265;5
300;2;4016;7
301;27;1629;5
302;14;2916;5
303;10;3530;10
304;27;2482;4
305;1;2872;10
306;17;1917;8
307;30;2962;8
308;21;730;8
309;5;2386;2
310;26;1345;9
311;18;4505;3
312;8;4175;4
313;23;1002;2
314;5;1750;4
315;25;4114;8
316;8;3150;9
317;21;914;8
318;5;3565;4
319;13;3665;1
320;28;4089;10
321;30;3038;9
322;17;1879;7
323;7;4955;10
324;20;1847;9
325;12;121;1
326;24;4048;10
327;11;3250;5
328;15;4195;3
329;19;844;4
330;14;2300;1
331;20;981;3
332;19;4995;2
333;23;3447;9
334;29;1468;4
335;26;2123;3
336;11;1788;6
337;2;1325;4
338;16;1909;6
339;29;3136;10
340;13;829;8
341;29;2408;10
342;13;372;2
343;2;3175;6
344;19;4125;3
345;26;637;7
346;21;3344;6
347;29;1379;9
348;17;4586;8
349;2;154;4
350;19;190;4
351;2;1926;6
352;12;3592;7
353;12;2100;7
354;14;1537;2
355;4;4538;5
356;24;1103;8
357;30;3377;9
358;7;1366;6
359;3;4067;9
360;23;4187;4
361;27;1127;4
362;22;1343;6
363;25;2510;5
364;12;2407;1
365;29;4683;2
366;19;1378;10
367;12;1187;2
368;21;2038;4
369;27;1376;1
370;6;1704;6
371;30;2123;8
372;7;141;3
373;17;175;2
374;7;3371;5
375;22;196;5
376;13;3692;6
377;24;3279;2
378;10;2240;6
379;6;4553;9
380;28;1508;2
381;17;4735;8
382;14;2548;4
383;11;4923;4
384;23;2213;6
385;22;3808;2
386;23;3325;6
387;6;582;2
388;3;4311;2
389;19;2658;2
390;11;4255;1
391;23;888;5
392;21;1153;4
393;22;3435;5
394;15;2787;10
395;16;3047;2
396;15;1092;4
397;25;2964;1
398;15;4010;2
399;5;4784;9
400;11;1946;4
401;30;405;1
402;6;4174;5
403;5;376;3
404;3;2625;5
405;3;530;3
406;4;704;3
407;16;1452;4
408;21;2163;8
409;23;1708;7
410;26;4549;4
411;5;1696;1
412;4;4963;8
413;9;3053;1
414;5;755;7
415;8;1374;9
416;16;3599;9
417;3;4498;4
418;28;4949;7
419;18;3116;10
420;2;4628;1
421;4;2480;5
422;6;2174;8
423;26;332;1
424;13;3730;2
425;17;4091;4
426;29;3546;2
427;27;1977;10
428;23;1897;3
429;12;599;2
430;28;726;5
431;1;175;10
432;13;3195;2
433;21;2123;7
434;15;4572;8
435;4;3796;1
436;9;825;3
437;18;4641;4
438;14;4460;5
439;19;2975;10
440;23;1684;6
441;7;279;1
442;2;807;6
443;9;1981;6
444;14;997;8
445;3;471;4
446;4;992;10
447;29;2425;2
448;3;1570;6
449;9;2332;9
450;10;4903;6
451;24;4988;1
452;4;3790;4
453;5;2205;10
454;1;3703;2
455;16;31;1
456;22;3394;1
457;7;1657;7
458;21;1160;7
459;6;3305;7
460;20;2686;6
461;17;2237;2
462;21;690;5
463;22;3224;8
464;11;1179;4
465;28;667;4
466;15;138;5
467;8;1267;3
468;21;1480;3
469;18;2100;5
470;22;1734;2
471;16;646;4
472;18;2673;3
473;1;570;2
474;11;1685;4
475;18;1720;2
476;28;3812;7
477;20;2123;3
478;24;3584;4
479;14;1304;2
480;20;2488;5
481;10;2307;2
482;25;214;4
483;20;191;1
484;19;4133;4
485;5;3364;2
486;20;2625;4
487;28;4496;1
488;18;3769;8
489;4;75;7
490;11;747;4
491;20;1676;10
492;22;3548;7
493;14;95;10
494;7;736;1
495;8;2943;7
496;14;1333;3
497;11;625;3
498;30;1113;4
499;18;270;7
500;6;2556;10
501;19;2605;9
502;30;3628;5
503;29;4845;10
504;24;3897;1
505;15;442;5
506;14;1862;9
507;23;4376;8
508;17;1959;3
509;20;1496;5
510;1;2156;3
511;10;4306;3
512;20;4129;4
513;14;4912;9
514;26;282;4
515;5;1215;1
516;25;1903;10
517;11;2831;2
518;3;1429;1
519;23;3976;3
520;1;1188;3
521;23;2972;10
522;16;2124;1
523;8;3629;6
524;6;2969;1
525;30;4396;9
526;18;1634;6
527;17;4396;2
528;21;2932;10
529;7;1834;5
530;24;1941;8
531;20;2094;7
532;10;4787;5
533;11;3327;7
534;18;2443;1
535;15;170;10
536;15;4032;8
537;30;274;2
538;6;1977;6
539;3;3522;3
540;3;4092;3
541;18;1398;9
542;24;2730;9
543;8;1826;9
544;3;774;8
545;29;4268;3
546;18;4112;2
547;9;3190;10
548;18;3434;3
549;5;2114;2
550;4;4150;10
551;7;4838;10
552;3;322;8
553;21;2903;5
554;2;4826;5
555;13;260;9
556;25;3943;1
557;11;1481;3
558;14;2823;2
559;12;94;4
560;1;450;6
561;13;4476;1
562;30;3116;3
563;21;4015;8
564;8;4119;8
565;5;4025;7
566;5;2082;8
567;21;207;10
568;11;3659;6
569;16;343;7
570;21;650;7
571;4;122;10
572;27;532;2
573;7;716;3
574;20;1243;2
575;9;1217;4
576;4;4726;1
577;19;3980;10
578;12;3736;3
579;4;1629;2
580;29;1810;4
581;28;4287;7
582;18;2510;1
583;19;4571;6
584;19;767;2
585;5;1579;1
586;16;2572;1
587;16;978;9
588;19;1310;7
589;13;1553;10
590;6;4833;5
591;2;3491;3
592;7;3061;1
593;5;2832;9
594;10;3094;10
595;12;2698;9
596;3;3969;8
597;16;3652;7
598;3;2745;3
599;16;2258;9
600;7;2906;6
601;25;1341;3
602;2;1896;3
603;1;1371;9
604;28;2734;10
605;5;3829;2
606;10;2227;6
607;24;3258;8
608;12;4046;3
609;11;3393;1
610;27;1675;3
611;27;2006;3
612;9;3294;3
613;21;1439;3
614;29;1309;8
615;12;3963;9
616;24;4597;6
617;9;1157;6
618;25;4777;10
619;9;2993;10
620;10;4289;6
621;12;4280;6
622;26;4059;4
623;6;1478;6
624;25;2967;7
625;23;1705;2
626;5;2802;5
627;28;1632;4
628;4;251;9
629;26;4814;9
630;17;1737;5
631;29;4429;2
632;25;2373;1
633;14;293;7
634;24;1068;8
635;15;3001;3
636;29;4083;10
637;15;4950;3
638;2;2434;7
639;2;4964;2
640;11;614;6
641;15;1443;8
642;19;4095;8
643;11;2131;6
644;11;1805;10
645;15;3983;9
646;16;192;10
647;28;4743;6
648;5;2014;8
649;8;877;3
650;17;4230;5
651;19;1587;2
652;20;726;9
653;5;1459;7
654;21;856;8
655;8;1574;8
656;26;2432;5
657;15;1019;8
658;3;3421;1
659;22;2073;5
660;25;1880;2
661;19;3708;5
662;6;2742;8
663;24;2590;7
664;25;4728;2
665;15;488;7
666;13;1023;4
667;1;4994;2
668;26;1638;8
669;26;637;6
670;20;382;2
671;22;3306;4
672;30;3854;5
673;9;945;1
674;7;1728;2
675;15;4933;2
676;22;1633;4
677;18;925;3
678;25;1683;8
679;19;2235;6
680;5;3348;3
681;16;768;3
682;6;3426;5
683;2;1148;6
684;20;2268;3
685;3;1399;4
686;21;1682;8
687;27;2717;6
688;21;834;8
689;27;4191;10
690;17;2037;7
691;10;2472;3
692;23;4193;5
693;14;3792;4
694;15;2078;3
695;16;3952;2
696;10;1480;10
697;26;3044;7
698;12;1312;8
699;25;3209;10
700;8;437;10
701;30;2307;9
702;10;1857;9
703;17;3956;9
704;29;619;7
705;8;4959;6
706;20;1671;9
707;17;4324;4
708;2;3876;3
709;26;3170;2
710;6;3852;3
711;4;1802;9
712;2;654;2
713;1;2918;1
714;7;55;8
715;26;61;3
716;9;1190;1
717;29;4427;6
718;21;1001;9
719;18;2874;4
720;23;144;7
721;16;4673;3
722;6;2584;6
723;8;166;1
724;25;40;2
725;8;3245;4
726;11;2386;6
727;29;3110;10
728;9;1807;9
729;9;3374;7
730;3;2889;10
731;29;2805;1
732;21;1015;10
733;23;419;3
734;9;4296;4
735;20;3911;8
736;3;4874;9
737;28;3979;4
738;18;4381;4
739;1;46;4
740;3;2257;1
741;12;3904;1
742;6;3440;2
743;4;1930;1
744;4;497;4
745;15;1197;8
746;10;3369;5
747;2;284;1
748;25;1129;4
749;8;4013;4
750;12;4458;2
751;8;2877;6
752;8;537;10
753;8;4213;10
754;12;3809;8
755;7;1528;9
756;22;2138;9
757;15;620;1
758;19;969;1
759;21;2813;2
760;3;2179;4
761;30;1806;10
762;10;4556;7
763;5;802;6
764;26;203;9
765;7;3356;1
766;9;4081;2
767;21;10;4
768;19;3058;10
769;8;654;3
770;26;4982;2
771;25;2967;3
772;25;3039;6
773;11;1221;8
774;30;130;10
775;20;3895;1
776;2;3945;7
777;29;13;1
778;26;4811;5
779;7;2224;9
780;17;2843;10
781;9;2649;9
782;15;1693;2
783;7;1848;3
784;7;3558;9
785;26;2146;5
786;12;3825;4
787;2;3436;6
788;21;1784;1
789;25;1404;10
790;12;3278;5
791;5;565;3
792;27;319;1
793;1;4059;4
794;29;399;10
795;1;2146;7
796;6;4915;10
797;21;3912;1
798;30;1344;3
799;18;439;6
800;7;1868;3
801;12;500;6
802;18;1370;6
803;2;4783;10
804;26;2358;8
805;25;2358;1
806;1;3869;7
807;6;3916;8
808;7;111;1
809;29;1505;8
810;19;3781;1
811;26;4700;2
812;22;684;9
813;15;664;5
814;11;2287;4
815;29;1741;10
816;13;957;2
817;2;853;3
818;17;4997;5
819;19;737;10
820;21;1948;7
821;24;1040;3
822;13;3207;4
823;1;3844;8
824;24;1708;7
825;21;1884;8
826;29;1530;3
827;1;2436;8
828;24;2677;1
829;1;164;6
830;9;4312;3
831;7;2071;5
832;26;2874;1
833;2;4307;9
834;4;2874;9
835;2;3363;10
836;20;3024;3
837;26;1742;7
838;12;4060;2
839;29;2947;4
840;5;2108;4
841;15;109;7
842;22;3155;1
843;1;1203;2
844;29;4296;8
845;29;511;5
846;6;2774;9
847;24;727;7
848;22;1665;7
849;12;3350;10
850;7;601;10
851;4;3285;6
852;4;2451;10
853;10;120;4
854;13;3559;3
855;12;4677;1
856;24;2645;6
857;1;3348;2
858;15;2223;6
859;14;2983;6
860;17;2469;1
861;8;1892;3
862;2;1587;5
863;12;2507;2
864;8;2102;1
865;18;3833;5
866;8;2376;7
867;13;3465;4
868;7;646;10
869;26;3683;10
870;28;3563;5
871;29;951;3
872;30;85;3
873;25;1591;5
874;15;2037;5
875;17;4135;10
876;6;4642;9
877;25;4016;2
878;25;300;9
879;7;708;2
880;7;3913;3
881;17;3789;4
882;11;2651;7
883;16;4857;6
884;3;1915;8
885;30;2030;6
886;3;1519;1
887;6;1980;2
888;18;3507;4
889;1;4583;8
890;14;1738;3
891;3;3197;1
892;8;1145;9
893;14;4570;10
894;9;3724;3
895;23;1038;6
896;2;4913;3
897;30;1221;8
898;21;4540;10
899;30;657;4
900;9;4147;7
901;19;2623;3
902;27;3605;5
903;16;127;4
904;21;987;5
905;19;3488;9
906;2;745;8
907;17;3847;1
908;1;2631;1
909;22;4319;6
910;12;2613;2
911;28;4196;9
912;2;2146;9
913;12;2028;4
914;30;806;10
915;19;1278;5
916;14;277;9
917;7;1652;5
918;9;1374;6
919;5;316;3
920;19;3028;10
921;1;1263;4
922;23;2371;2
923;30;139;7
924;15;4018;7
925;4;944;1
926;6;2602;1
927;1;3885;4
928;10;603;8
929;15;1618;5
930;14;3611;9
931;3;3668;10
932;11;342;1
